(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0CLVMWNW9,B0CLVMWNW9,TREE MAISON CORONATING HOMES Copper Swastik (卐) Sathiya Wall Hanging Yantra | 3 Inch | Vastu Door Hanging for Good Luck & Auspicious Energy | Decorative Home Decor Symbol for Positive Vibes,3-INCH-COPPER-SWASTIK,"1,154",36,0.29%,0.21%,"1,675",51,0.29%,0.20%,99.45%,100.00%,132,2,11.44%,5.56%,"₹62,602.00",₹948.00,99,2
B0CDHBQ8L6,B0CDHBQ8L6,TREE MAISON CORONATING HOMES Vastu Blue Tape | Size - 3 Inch (72 mm) Approx | Length- 20 Meter (Approx) | Tape for Vastu Correction | Tape for Toilet Correction | Pack of 1,3-INCH-TAPE-BLUE-ST-1,429,15,0.11%,0.09%,595,23,0.10%,0.09%,99.62%,100.00%,100,5,23.31%,33.33%,"₹26,736.00","₹1,337.00",98,5
B0CZHQ462W,B0CZHQ462W,"TREE MAISON CORONATING HOMES Certified Moonstone Crystal Bracelet | Natural Healing Stone | 8 mm Round Beads | Stretchable Bracelet for Men, Women, Boys, Girls",MOONSTONE-BRACELET,"1,375",32,0.35%,0.19%,"1,921",48,0.33%,0.19%,100.00%,100.00%,105,1,7.64%,3.13%,"₹30,030.00",₹284.00,98,1
B0CZHR6GCQ,B0CZHR6GCQ,TREE MAISON CORONATING HOMES Natural Turquoise Bracelet | Certified 8mm Faceted Beads | Healing Crystal Bracelet for Positive Energy| Stretchable Gemstone Bracelet for Men & Women,TURQUOISE-BRACELET,"1,329",29,0.33%,0.17%,"1,862",44,0.32%,0.18%,99.81%,100.00%,101,1,7.60%,3.45%,"₹28,865.00",₹299.00,94,1
B0CR62L7H5,B0CR62L7H5,TREE MAISON CORONATING HOMES Brass Strip | Width-1 Inch | Thickness - 0.2mm | Length-12 Feet Approx | Zone Balancing |Toilet Correction | Main Entrance | Brass Strip for Vastu | Pack of 1,12FEET-1INCH-STRIP-BRASS-SET-1,619,32,0.16%,0.19%,919,42,0.16%,0.17%,100.00%,100.00%,129,7,20.84%,21.88%,"₹62,790.00","₹3,444.00",90,4
B0D9KDY6YY,B0D9KDY6YY,TREE MAISON CORONATING HOMES Vastu Combo of Five Color Tapes | Size - 4 Inch| Length- 10 Feet (Approx) | Vastu Remedy for Toilet | Main Door Entrance | Tape Remedy | Pack of 5,4-INCH-VINYL-TAPE-SET-5,662,26,0.17%,0.15%,951,34,0.16%,0.14%,99.52%,100.00%,91,1,13.75%,3.85%,"₹56,452.00",₹611.00,89,1
B0BG1SHCKQ,B0BG1SHCKQ,"TREE MAISON CORONATING HOMES Vastu Copper 3 Layer Pyramid | Pure Copper Vastu Remedy | 3-Inch |Pyramid for Positive Energy, Health & Wealth | Vastu Dosh Remedies for Home & Office | Pack of 1",3-LAYER-PYRMD-COPPER,"2,514",106,0.63%,0.63%,"3,299",138,0.57%,0.55%,99.59%,100.00%,126,15,5.01%,14.15%,"₹2,20,213.00","₹28,343.00",87,7
B08W46T48V,B08W46T48V,"TREEMAISON VASTU GREEN Tape for VASTU DOSH Remedy for Bathroom and Entrance (4 INCH X 25 Meter) CORONATING HOMES Vastu Green Color Tapes, Vastu Tape (4Inch,25 Meter Approx.)",NEW-BIG-GREEN-TAPE-ST1,536,27,0.13%,0.16%,763,35,0.13%,0.14%,100.00%,100.00%,87,4,16.23%,14.81%,"₹24,215.00","₹1,136.00",80,4
B0B4DGK9V7,B0B4DGK9V7,"TREE MAISON CORONATING HOMES Vastu Shakti Chakra | Size- 12 Inch | Acrylic | Featuring 45 Devtas, 16 Attributes | with Color | Health Chart | Rajas, Sattav, Tamas for vaastu Shashtra Remedy |Pack Of 1",12-INCH-SHAKTI-CHAKRA,"1,117",39,0.28%,0.23%,"1,755",60,0.30%,0.24%,99.50%,100.00%,84,5,7.52%,12.82%,"₹61,730.00","₹3,959.00",74,5
B09KXWYYGB,B09KXWYYGB,TREEMAISON Vastu Green Tape | Size - 1 Inch (24 mm) Approx | Length- 20 Meter (Approx) | Vastu Tape Remedy for Toilet | Vastu Tape for Main Door Entrance | Tape Remedy |Pack of 1,GREEN-1-INCH-TAPE-ST1,434,12,0.11%,0.07%,598,16,0.10%,0.06%,99.45%,100.00%,80,6,18.43%,50.00%,"₹15,298.16","₹1,142.16",73,3
B0CR6337JS,B0CR6337JS,TREE MAISON CORONATING HOMES Vastu Stainless Steel Strip | Width- 1 Inch | Thickness - 0.2mm | Length- 25 Feet Approx | Strip for Zone Balancing & Toilet Correction | Steel Strip for Vastu | Pack of 1,25FEET-1INCH-STRIP-S.S-SET-1,796,51,0.20%,0.30%,"1,176",72,0.20%,0.29%,99.90%,100.00%,90,4,11.31%,7.84%,"₹53,408.00","₹2,449.00",73,3
B0DK3DGYBV,B0DK3DGYBV,TREE MAISON CORONATING HOMES Ramal Passa Pair | Brass Ramal Pase | Divination Tool | Ramal Dice | Ramal Shastra Astrology Dice | Predictions & Positive Energy,RAMAL-PASE-PAIR,"1,246",31,0.31%,0.18%,"1,887",38,0.32%,0.15%,99.42%,100.00%,75,3,6.02%,9.68%,"₹64,688.00","₹2,605.00",73,3
B09LV79FZT,B09LV79FZT,TREEMAISON Vastu Zinc Helix for Vastu Remedy | Vastu Remedies for Toilet - Door | Zone Correction | Vastu Dosh Nivaran Remedies | Size- 4 Inch Approx | Pack of 3,3-INCH-ZINC-HELIX-ST3,"1,171",68,0.29%,0.40%,"1,828",100,0.31%,0.40%,99.48%,100.00%,89,7,7.60%,10.29%,"₹84,903.00","₹6,789.00",72,6
B0CDHCBFLX,B0CDHCBFLX,TREE MAISON CORONATING HOMES Vastu White Tape | Size - 3 Inch (72 mm) Approx | Length- 20 Meter (Approx) | Vastu Tape Remedy for Toilet | Vastu Tape for Main Door | Tape Remedy | Pack of 1,3-INCH-TAPE-WHITE-ST-1,292,9,0.07%,0.05%,385,9,0.07%,0.04%,98.26%,100.00%,73,3,25.00%,33.33%,"₹19,178.00",₹809.00,72,3
B09NPYT3X5,B09NPYT3X5,"BRONGS Vastu Brass Strip | 1 INCH | Pack of 1 | Brass Strip for Vastu | Strip for Toilet Correction | Vastu Strip Remedy | Width-25mm, Thickness-0.3mm, Length-8 Feet Approx",BRNGS-BRASS-STRIP-ST1,904,43,0.23%,0.25%,"1,370",68,0.24%,0.27%,99.51%,100.00%,98,3,10.84%,6.98%,"₹45,484.00","₹1,381.00",71,3
B0CJMGZD1F,B0CJMGZD1F,TREE MAISON CORONATING HOMES Vastu Brown Dowsing Board | Size- 6 Inch | Metaphysical Message Board for Witchcraft with Brass Pendulum (Pendulum Assorted) Acrylic Divination Board,BROWN-BOARD-PENDULUM-02,747,24,0.19%,0.14%,"1,042",37,0.18%,0.15%,99.89%,100.00%,73,2,9.77%,8.33%,"₹22,051.00",₹598.00,71,2
B0CQP9ZW7N,B0CQP9ZW7N,TREE MAISON CORONATING HOMES Brass Dowsing Rods Pair Plastic Handle | Reiki & Energy Healing | L Divining Rods | Ideal for Finding Underground Water & Geopathic Stress | Only 2 Rods,WHITE-HANDLE-ROD-ONLY,"1,931",44,0.49%,0.26%,"2,849",59,0.49%,0.24%,99.87%,100.00%,72,0,3.73%,0.00%,"₹1,25,758.00",₹0.00,68,0
B0CR63WCS9,B0CR63WCS9,TREE MAISON CORONATING HOMES Vastu Copper Strip | Width- 1 Inch | Thickness - 0.2mm | Length- 25 Feet Approx | Vastu Copper Strip for Toilet Correction | Copper Strip for Vastu | Pack of 1,25FEET-1INCH-STRIP-COPPER-SET-1,703,62,0.18%,0.37%,"1,076",104,0.18%,0.41%,96.41%,100.00%,80,4,11.38%,6.45%,"₹1,11,285.00","₹5,808.00",64,3
B09LV79FZT,B09LV79FZT,TREEMAISON Vastu Zinc Helix for Vastu Remedy | Vastu Remedies for Toilet - Door | Zone Correction | Vastu Dosh Nivaran Remedies | Size- 4 Inch Approx | Pack of 3,ZINC-3-INCH-HELIX-ST3,"1,171",68,0.29%,0.40%,"1,828",100,0.31%,0.40%,99.48%,100.00%,79,8,6.75%,11.76%,"₹78,427.00","₹7,918.00",63,5
B09NSM4411,B09NSM4411,TREE MAISON CORONATING HOMES Vastu Green Tape |Size - 2 Inch | Length- 20 Meter (Approx) | Vastu Tape Remedy for Toilet | Vastu Tape for Main Door Entrance | Pack of 1,2-INCH-TAPE-GREEN-ST1,186,12,0.05%,0.07%,265,24,0.05%,0.10%,100.00%,100.00%,64,8,34.41%,66.67%,"₹14,379.76","₹1,802.00",59,7
B09PBX6T91,B09PBX6T91,"TREE MAISON CORONATING HOMES Vastu Red Horses Statue | Two Running Horses for Victory, Business Growth & Positive Energy | Feng Shui and Vastu Decor | Good Luck Sculpture for Home & Office",RED-HORSE,494,42,0.12%,0.25%,781,65,0.13%,0.26%,95.99%,100.00%,62,11,12.55%,26.19%,"₹43,643.00","₹7,805.00",59,10
B0CHM9Y5YM,B0CHM9Y5YM,TREE MAISON CORONATING HOMES Pure Copper Coin |Weight- 30Gm (Each Coins) Approx | Vastu Remedy | Copper Coin for Balancing The Fire Zone | Pack of 5,COPPER-COINS-ST5,"4,547",149,1.15%,0.88%,"5,805",176,1.00%,0.70%,99.90%,100.00%,68,3,1.50%,2.01%,"₹65,518.00","₹2,943.00",59,2
B09KXW9PQK,B09KXW9PQK,TREEMAISON Vastu Green Tape | Size - 2 Inch (48 mm) Approx | Length- 20 Meter (Approx) | Vastu Tape Remedy for Toilet | Vastu Tape for Main Door Entrance | Tape Remedy | Pack of 1,GREEN-2-INCH-TAPE-ST1,239,13,0.06%,0.08%,338,18,0.06%,0.07%,98.99%,100.00%,63,3,26.36%,23.08%,"₹14,214.00",₹701.00,58,3
B0CGNQXBRM,B0CGNQXBRM,TREE MAISON CORONATING HOMES Copper Dowsing L- Rods Pair |Diameter-5 MM | Set of Board & Brass Pendulum| Aura Energy Checker | Finding Underground Water & Geopathic Stress | Dowser | Pendulum Assorted,5mm-copper-rod-with-handle,"1,021",34,0.26%,0.20%,"1,553",44,0.27%,0.18%,99.45%,100.00%,57,3,5.58%,8.82%,"₹54,957.00","₹2,835.00",57,3
B0CVDRVVLL,B0CVDRVVLL,TREE MAISON CORONATING HOMES Brass Swan Pair Statue | Hanso ke Jode | Vastu Shastra & Feng Shui Remedies | Home Decor | Showpiece | Vastu Remedy | Weight - 1 KG Approx,BRASS-SWAN-PAIR-STATUE,"1,550",47,0.39%,0.28%,"2,311",69,0.40%,0.27%,99.74%,100.00%,56,3,3.61%,6.38%,"₹1,10,414.00","₹5,887.00",56,3
B09NPXZY88,B09NPXZY88,BRONGS Vastu Brass Strip | Width- 0.5 Inch | Thickness - 0.3mm | Length- 8 Feet Approx | Zone Balancing |Toilet Correction | Main Entrance | Brass Strip for Vastu | Pack of 1,BRASS-STRIP-0.5 INCH-ST1,"1,096",57,0.28%,0.34%,"1,559",94,0.27%,0.37%,99.09%,100.00%,82,6,7.48%,10.53%,"₹24,886.00","₹1,794.00",55,5
B0BG1VXN9F,B0BG1VXN9F,"TREE MAISON CORONATING HOMES Vastu Brass 3 Layer Pyramid | Pure Brass Vastu Remedy | 3-Inch | Pyramid for Positive Energy, Health & Wealth | Vastu Dosh Remedies for Home & Office | Pack of 1",3-LAYER-PYRMD-BRASS,"1,321",62,0.33%,0.37%,"1,795",86,0.31%,0.34%,99.62%,100.00%,82,5,6.21%,8.06%,"₹1,17,290.00","₹7,266.00",55,5
B09DPPD44R,B09DPPD44R,TREEMAISON Vastu Yellow Color Tape | Size - 4 Inch | Length- 20 Meter (Approx) | Vastu Remedy for Toilet | Main Door Entrance | Tape Remedy | Pack of 1,BIG-TAPE-YELLOW,285,17,0.07%,0.10%,416,24,0.07%,0.10%,100.00%,100.00%,60,2,21.05%,11.76%,"₹16,640.00",₹578.00,54,1
B0CQYTM39S,B0CQYTM39S,TREE MAISON CORONATING HOMES Brass Swastik (卐) Sathiya Wall Hanging Yantra | 9 Inch | Vastu Door Hanging for Najar Dosh|Weight-1kg Approx | Decorative Home Decor Symbol for Positive Vibes,9INCH-BRASS-SWASTIK,"1,017",33,0.26%,0.19%,"1,499",58,0.26%,0.23%,99.92%,100.00%,56,3,5.51%,9.09%,"₹94,573.00","₹5,127.00",54,3
B0DSJDQ5XN,B0DSJDQ5XN,"TREE MAISON CORONATING HOMES Vastu Aluminium Virtual Rod | 12-Inch |Weight- 318gm Approx |Virtual Entry Rod for Wealth, Prosperity & Success | Size: 12 Inch x 2.2cm| Pack of 1",12IN-ALUMINIUM-VIRTUAL-ROD-ST1,"1,373",61,0.35%,0.36%,"1,894",81,0.33%,0.32%,100.00%,98.11%,58,7,4.22%,11.48%,"₹35,149.00","₹4,365.00",54,7
B0GKGVF5KY,B0GKGVF5KY,TREE MAISON CORONATING HOMES Small Brass Vaastu Owl | Size - 2.5 Inch (Approx) | Weight Of 1 Owl - 260G (Approx) | Home Decor | Feng Shui | Vastu Shastra Remedies | Owl Statue for Good Luck |Pack of 2,BRASS-2.5INCH-OWL-ST-2,711,11,0.18%,0.06%,"1,050",19,0.18%,0.08%,100.00%,100.00%,56,0,7.88%,0.00%,"₹50,344.00",₹0.00,53,0
B0DHVHDBZ5,B0DHVHDBZ5,TREE MAISON CORONATING HOMES Vastu Toilet Blocker Set - 2 | Toilet Negative Energy Blocker | Vastu Entrance Blocker | Size- 4 Inches Approx | Vastu Door Blocker |Vastu Entry Blocker for All Direction,TOILET-BLOCKER-SET2,603,30,0.15%,0.18%,840,38,0.14%,0.15%,99.73%,100.00%,64,5,10.61%,16.67%,"₹88,774.00","₹6,955.00",50,2
B0CR647MS4,B0CR647MS4,TREE MAISON CORONATING HOMES Vastu Aluminium Strip | Width- 1 Inch | Thickness - 0.2mm | Length- 25 Feet Approx | Vastu Strip for Toilet Correction | Aluminium Strip for Vastu | Pack of 1,25FEET-1INCH-STRIP-ALUMINIUM-SET-1,280,25,0.07%,0.15%,422,37,0.07%,0.15%,98.67%,100.00%,61,2,21.79%,8.00%,"₹33,175.00","₹1,194.00",49,2
B0CR638NMS,B0CR638NMS,TREE MAISON CORONATING HOMES Vastu Brass Strip | Width- 1 Inch | Thickness - 0.2mm | Length- 25 Feet Approx | Strip for Zone Balancing & Toilet Correction | Brass Strip for Vastu | Pack of 1,25FEET-1INCH-STRIP-BRASS-SET-1,279,26,0.07%,0.15%,436,49,0.07%,0.20%,99.24%,100.00%,61,10,21.86%,38.46%,"₹55,025.00","₹9,070.00",48,7
B09LV6RHHD,B09LV6RHHD,TREEMAISON Vastu Copper Helix | Copper (Hii) Helix Fire (South-East) Main Door Entrance | Toilet Dosh Correction | Vastu Remedies | Size - 4 Inch | Pack of 3,3-INCH-COPPER-HII-HELIX-ST3,726,38,0.18%,0.22%,"1,086",46,0.19%,0.18%,99.78%,100.00%,67,8,9.23%,21.05%,"₹1,07,783.00","₹12,922.00",47,4
B09LV6RHP5,B09LV6RHP5,TREEMAISON Lead (Gaa) Helix for Vastu | Size- 4 Inch | Pack of 3 | South West Zone | Vastu Remedy | Main Door Entrance | Bedroom | Toilet | Helix Vastu Dosh Remedies,3-INCH-LEAD-GAA-HELIX-ST3,255,17,0.06%,0.10%,419,34,0.07%,0.14%,99.72%,100.00%,57,5,22.35%,29.41%,"₹42,351.00","₹3,715.00",46,3
B0BG8NL2TK,B0BG8NL2TK,TREE MAISON CORONATING HOMES Brass Sun Face Wall Hanging | Weight - 800 Gram Approx | 6-Inch (Approx) | Pital Surya Idol for Home & Office Décor | Sun for Vastu | Sun Wall Hanging,BRASS-SUN-6INCH,"1,077",42,0.27%,0.25%,"1,567",62,0.27%,0.25%,99.85%,100.00%,48,0,4.46%,0.00%,"₹73,152.00",₹0.00,46,0
B07VK8JD5W,B07VK8JD5W,"Shubh Sanket Vastu Green Color Tape for Vastu Dosh for Bathroom and Entrance (Size:- 4 Inches, Length : 25 Meter)",BIG-GREEN-VASTU-TAPE-901,572,26,0.14%,0.15%,831,35,0.14%,0.14%,35.01%,47.83%,46,2,8.04%,7.69%,"₹12,832.00",₹550.00,45,2
B0BG1V5ZB9,B0BG1V5ZB9,"TREE MAISON CORONATING HOMES Metal Vastu Lead 3 Layer Pyramid | Lead Vastu Remedy | 3-Inch | Pyramid for Positive Energy, Health & Wealth | Vastu Dosh Remedies for Home & Office | Pack of 1",3-LAYER-PYRMD-LEAD,481,22,0.12%,0.13%,665,35,0.11%,0.14%,100.00%,100.00%,70,7,14.55%,31.82%,"₹57,384.00","₹6,121.00",45,5
B0D1KJZFGF,B0D1KJZFGF,TREE MAISON CORONATING HOMES Acrylic Brown Dowsing Board 6 Inch with Crystal Seven Chakra Pendulum | Metaphysical Message Board for Witchcraft | Pendulum Dowsing Board | Witch Board,D.BROWN-BOARD-6INCH+CRYS-PEND,585,6,0.15%,0.04%,904,6,0.16%,0.02%,99.87%,100.00%,45,1,7.69%,16.67%,"₹12,671.00",₹313.00,45,1
B0F91N6Q6N,B0F91N6Q6N,TREE MAISON CORONATING HOMES Selenite Crystal Charging Plate | 3 Inch Approx |Selenite Plate to Charge Reiki Crystal |Selenite Plate for Crystal Cleansing | Pack of 1,KALPVRIKSHA-PLATE-ROUND,574,11,0.14%,0.06%,753,17,0.13%,0.07%,99.71%,100.00%,49,2,8.54%,18.18%,"₹14,387.00",₹612.00,45,2
B0FCFB6MH6,B0FCFB6MH6,TREE MAISON CORONATING HOMES Vastu Yellow Vase | Height - 37 Cm | Weight - 800 gm | Decorative Vase | Showpiece for Home & Office | Vastu Decoration Item for Living Room Office |,37-CM-YELLOW-VASE,725,45,0.18%,0.27%,"1,060",68,0.18%,0.27%,99.78%,100.00%,50,8,6.90%,17.78%,"₹47,942.00","₹8,278.00",44,6
B0G64SKDGN,B0G64SKDGN,"TREE MAISON CORONATING HOMES Clear Quartz Crystal Pyramid | 1 Inch | Vastu Correction | Reiki Crystal Pyramid for Positive,Meditation | Home & Office Decor |Pack of 1",1-INCH-CLEAR-QUARTZ-PYRAMID-ST-1,866,35,0.22%,0.21%,"1,142",53,0.20%,0.21%,100.00%,100.00%,62,1,7.16%,2.86%,"₹12,505.00",₹236.00,44,1
B09YNLD9D9,B09YNLD9D9,TREE MAISON CORONATING HOMES Vastu Helix Brass (Shree) | Vastu Helix (North-West) | Main Door Entrance & Toilet Dosh Correction | Vastu Dosh Nivaran Remedies (4-inch) | Pack of 1,4-INCH-SHREE-BRASS-HELIX-ST1,441,17,0.11%,0.10%,624,20,0.11%,0.08%,99.27%,100.00%,54,0,12.24%,0.00%,"₹28,971.00",₹0.00,43,0
B0FHZZ91HB,B0FHZZ91HB,BRONGS Yellow Vastu Correction Tape | 3 Inch (72mm) Approx | Length- 20 Meter Approx | Toilet Vastu Remedy | Pack of 1,BG-3-IN-YELLOW-TAPE,236,14,0.06%,0.08%,364,20,0.06%,0.08%,98.74%,100.00%,64,7,27.12%,50.00%,"₹17,042.07","₹1,864.98",43,4
B0BCGSZ8W3,B0BCGSZ8W3,TREE MAISON CORONATING HOMES Vastu 3 Layer Pyramid | Plastic Pyramid Remedy for Home & Office | Color - White,3LAYER-PLASTIC-PYRAMID-WHITE,445,27,0.11%,0.16%,614,30,0.11%,0.12%,99.25%,100.00%,104,3,23.37%,11.11%,"₹27,700.00",₹795.00,42,3
B0CZ495CJP,B0CZ495CJP,"TREE MAISON CORONATING HOMES Rose Quartz Crystal Pyramid (2 Inch) | Vastu Correction | Crystal Pyramid for Positive Energy, Wealth, Meditation, Health, Good Luck | Home & Office Decor | Gift",ROSE-QUARTZ-PYRAMID-2INCH,656,10,0.17%,0.06%,907,13,0.16%,0.05%,99.74%,100.00%,59,2,8.99%,20.00%,"₹17,657.00",₹598.00,42,2
B0DH28SK17,B0DH28SK17,"TREE MAISON CORONATING HOMES Vastu Brass 3 Layer Pyramid | Pure Brass Vastu Remedy | 2-Inch | Pyramid for Positive Energy, Health & Wealth | Vastu Dosh Remedies for Home & Office | Pack of 1",2IN-3-LAYER-BRASS-PYRAMID,542,25,0.14%,0.15%,772,34,0.13%,0.14%,100.00%,100.00%,57,4,10.52%,16.00%,"₹41,119.00","₹2,988.00",42,3
B0F2TD6DSD,B0F2TD6DSD,TREE MAISON CORONATING HOMES Lead Plain Helix | 4 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - SW | Pack of 3,4IN-LEAD-PLAIN-HELIX-SET-3,249,13,0.06%,0.08%,384,15,0.07%,0.06%,100.00%,100.00%,50,1,20.08%,7.69%,"₹38,667.00",₹760.00,42,1
B0FHH2XDKP,B0FHH2XDKP,"TREE MAISON CORONATING HOMES Selenite Charging Plate – 3 Inch with 10–20 Gram Raw Pyrite Stone | Selenite Plate for Crystal Charging, Energy Healing & Spiritual Decor",SHREEYANTRA-ROUND-PLT-10GM-PYRIT,489,10,0.12%,0.06%,716,12,0.12%,0.05%,98.73%,100.00%,42,0,8.59%,0.00%,"₹14,974.00",₹0.00,42,0
B09G38Y73N,B09G38Y73N,TREEMAISON Vastu Copper Strip | Width- 0.5 Inch | Thickness - 0.3mm | Length- 8 Feet Approx | Vastu Strips for Zone Balancing & Toilet Remedies | Main Entrance | Copper Strip for Vastu | Pack of 3,COPPER-STRIP-0.5-ST3,280,28,0.07%,0.17%,350,39,0.06%,0.16%,97.15%,100.00%,42,5,15.00%,17.86%,"₹38,914.00","₹4,600.00",40,5
B09VZD8978,B09VZD8978,"TREEMAISON Vastu Acrylic Hindi shakti chakra | Size- 6 Inch | featuring 45 Devtas, 16 Attributes | Health Chart | Rajas, Sattav, Tamas For Vaastu Shashtra Remedy | Shakti Chakra for Vastu",HINDI-SHAKTI-CHAKRA,"1,340",60,0.34%,0.35%,"1,840",87,0.32%,0.35%,98.98%,98.00%,42,3,3.13%,5.00%,"₹11,382.00",₹804.00,40,3
B09NSMTWGZ,B09NSMTWGZ,TREE MAISON CORONATING HOMES Vastu Blue Tape | Size - 2 Inch (48 mm) Approx | Length- 20 Meter (Approx) | Vastu Tape Remedy for Toilet | Vastu Tape for Main Door Entrance | Tape Remedy | Pack of 1,2-INCH-VASTU-TAPE-BLUE-ST1,134,8,0.03%,0.05%,181,10,0.03%,0.04%,100.00%,100.00%,42,0,31.34%,0.00%,"₹9,618.00",₹0.00,39,0
B0B4G9MZWR,B0B4G9MZWR,TREE MAISON CORONATING HOMES Vastu Blue Tape |Size - 3 Inch | Length- 8 Feet (Approx) | Vastu Tape Remedy for Toilet | Vastu Tape for Main Door Entrance | Pack of 1,3-INCH-VINYL-TAPE-BLUE,207,8,0.05%,0.05%,289,10,0.05%,0.04%,100.00%,100.00%,40,0,19.32%,0.00%,"₹7,640.00",₹0.00,39,0
B0CVDWCTFG,B0CVDWCTFG,TREE MAISON CORONATING HOMES Brass Natraj Statue | Lord Shiva Dancing Natraj Idol | Traditional Sculpture for Home Decor | Vastu & Feng Shui | Nataraj Murti Showpiece | 21cm Approx,BRASS-NATRAL-JI-STATUE,"1,600",41,0.40%,0.24%,"2,504",64,0.43%,0.25%,100.00%,100.00%,43,3,2.69%,7.32%,"₹82,157.00","₹5,697.00",39,3
B0FR95WK59,B0FR95WK59,"TREE MAISON CORONATING HOMES Vastu Mountain Painting Without Frame | Wall Art for Strength, Stability & Positive Energy | Home & Office Décor for Prosperity & Harmony",MOUNTAIN-PAINTING-W/O-FRAME,"1,008",36,0.25%,0.21%,"1,442",45,0.25%,0.18%,100.00%,100.00%,45,1,4.46%,2.78%,"₹11,953.00",₹265.00,39,1
B0B4DHF1Z9,B0B4DHF1Z9,"TREE MAISON CORONATING HOMES Acrylic Shakti Chakra | Size- 9 Inch | Featuring 45 Devtas, 16 Attributes | with Color | Health Chart | Rajas,Sattav, Tamas for vaastu Remedy | Shakti Chakra for Vastu",9-INCH-SHAKTI-CHAKRA,302,9,0.08%,0.05%,464,15,0.08%,0.06%,97.91%,100.00%,38,1,12.58%,11.11%,"₹14,176.00",₹399.00,38,1
B0DGXH1GHV,B0DGXH1GHV,TREE MAISON CORONATING HOMES Selenite Seven Chakra Crystal Charging Plate | 3 Inch Approx | Selenite Plate to Charge Reiki Crystal | Spiritual Gifts for Healing,3IN-7CHAKRA-SQUARE-SELENITE-PLATE,"4,155",111,1.05%,0.66%,"6,340",170,1.09%,0.68%,99.61%,100.00%,45,0,1.08%,0.00%,"₹11,460.77",₹0.00,38,0
B0DGXKNC11,B0DGXKNC11,TREE MAISON CORONATING HOMES Selenite Seven Chakra Crystal Charging Plate | 3 Inch Approx |Selenite Plate to Charge Reiki Crystal | Pack of 1,7CHAKRA-AURA-ROUND-SELENITE-PLATE-4INCH,538,11,0.14%,0.06%,708,16,0.12%,0.06%,99.54%,91.67%,38,0,7.06%,0.00%,"₹10,940.00",₹0.00,38,0
B0D1MRGMLV,B0D1MRGMLV,"TREE MAISON CORONATING HOMES Copper Bhaum Yantra | 6 Inch | Weight - 350 G Approx | Bhoum Yantra | Copper Yantra for Pooja | Wealth & Prosperity | Zonal Placement - South, SSE | Pack of 1",BHUMI-YANTRA-COPPER-6INCH,158,3,0.04%,0.02%,238,4,0.04%,0.02%,100.00%,100.00%,47,1,29.75%,33.33%,"₹38,043.00",₹759.00,37,1
B0CR5ZMRXY,B0CR5ZMRXY,"TREE MAISON CORONATING HOMES Aluminium Strip | 1 INCH | Pack of 1 | Vastu Aluminium Strip for Toilet | Vastu Strip Remedy | Width-25mm, Thickness-0.2mm, Length- 4 Feet Approx",4FEET-STRIP-1INCH-ALUMINIUM-SET-1,225,15,0.06%,0.09%,336,18,0.06%,0.07%,98.66%,100.00%,63,0,28.00%,0.00%,"₹13,578.00",₹0.00,36,0
B0CSWJ18ZW,B0CSWJ18ZW,TREE MAISON CORONATING HOMES Vastu Iron Strip | Width- 1 Inch | Thickness- 0.2mm | Length- 25 Feet Approx | Strip for Zone Balancing & Toilet Correction Remedies | Iron Strip for Vastu | Pack of 1,25FEET-STRIP-1INCH-IRON-SET-1,195,13,0.05%,0.08%,315,27,0.05%,0.11%,97.84%,100.00%,40,2,20.51%,15.38%,"₹23,721.00","₹1,135.00",36,2
B09G398241,B09G398241,TREEMAISON Vastu Copper Strip | Width- 1 Inch | Thickness - 0.3mm | Length- 8 Feet Approx | Vastu Strips for Zone Balancing & Toilet Remedies | Main Entrance | Copper Strip for Vastu | Pack of 1,NW-COPPER-STRIP-1INCH-ST1,428,30,0.11%,0.18%,664,61,0.11%,0.24%,99.12%,100.00%,47,6,10.98%,20.00%,"₹27,473.00","₹3,414.00",35,2
B09NPZ31RR,B09NPZ31RR,BRONGS Vastu Copper Strip | Width- 1 Inch | Thickness - 0.3mm | Length- 8 Feet Approx | Zone Balancing |Toilet Correction | Main Entrance | Copper Strip for Vastu | Pack of 1,BRNGS-COPPER-STRIP-ST1,796,33,0.20%,0.19%,"1,081",44,0.19%,0.18%,98.83%,100.00%,42,2,5.28%,6.06%,"₹24,952.00","₹1,194.00",35,1
B0C718LWNQ,B0C718LWNQ,"TREEMAISON Brass Dhanvantri Statue/Idol for Vastu Shastra and Feng Shui Remedies for Home Decor Statue/SHOWPEICE Product Decorative Items/VASTU Remedy, 7 x 7 Cm",BRASS-DHANVANTRI,"1,234",46,0.31%,0.27%,"1,869",70,0.32%,0.28%,99.80%,100.00%,37,0,3.00%,0.00%,"₹71,793.00",₹0.00,35,0
