(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0CQV7L36L,B0CQV7L36L,TREE MAISON CORONATING HOMES Brass Vaastu Tortoise | Weight - 336 Gram Approx | Turtle | Kachua | Feng Shui | Vastu Shastra Remedies | Turtle for Good Luck | Size- 5 Inch | Pack of 1,BIG-TURTLE-WITH-YANTRA,87,0,0.02%,0.00%,131,0,0.02%,0.00%,100.00%,0.00%,8,0,9.20%,0.00%,"₹5,382.00",₹0.00,3,0
B0CQV7RKF2,B0CQV7RKF2,"TREE MAISON CORONATING HOMES Copper Dowsing Rods Pair for Vastu | Diameter - 5MM | Reiki & Energy Healing | L Rod for Vastu | Ideal for Finding Underground Water, Geopathic Stress| Only 2 Rods",5MM-COPPER-ROD-HANDLE-ONLY,300,5,0.08%,0.03%,432,9,0.07%,0.04%,99.47%,100.00%,3,0,1.00%,0.00%,"₹2,697.00",₹0.00,3,0
B0CQV82D4Y,B0CQV82D4Y,TREE MAISON CORONATING HOMES Copper Dowsing Rods Pair | Diameter-8 MM | Energy Balancing | Aura Energy Checker | Feng Shui | Reiki | Dowser | Divining Rod | L-Rod | Only 2 Rods,8MM-COPPER-WITHOUT-HANDLE-ONLY,64,1,0.02%,0.01%,99,1,0.02%,0.00%,98.85%,100.00%,3,0,4.69%,0.00%,"₹3,987.00",₹0.00,3,0
B0CR47XDWL,B0CR47XDWL,"TREE MAISON CORONATING HOMES Vastu Copper Strip | 0.5 INCH | Pack of 1 | Vastu Copper Strip for Toilet | Copper Strip for Vastu | Width-12mm, Thickness-0.2mm, Length-4 Feet Approx",4FEET-STRIP-0.5INCH-COPPER-SET-1,57,4,0.01%,0.02%,76,4,0.01%,0.02%,95.45%,100.00%,3,0,5.26%,0.00%,₹696.00,₹0.00,3,0
B0CR62PX63,B0CR62PX63,"TREE MAISON CORONATING HOMES Aluminium Strip | 0.75 INCH | Pack of 1 | Vastu Steel Strip for Toilet | Vastu Strip Remedy | Width-18mm, Thickness-0.2mm, Length-4 Feet Approx",4FEET-STRIP-0.75INCH-ALUMINIUM-SET-1,42,1,0.01%,0.01%,62,2,0.01%,0.01%,100.00%,100.00%,3,0,7.14%,0.00%,₹627.00,₹0.00,3,0
B0CR63GMSW,B0CR63GMSW,TREE MAISON CORONATING HOMES Vastu Copper Strip | Width- 1 Inch | Thickness - 0.2mm | Length- 4 Feet Approx | Vastu Copper Strip for Toilet Correction | Copper Strip for Vastu | Pack of 2,4FEET-1INCH-STRIP-COPPER-SET-2,44,2,0.01%,0.01%,70,3,0.01%,0.01%,100.00%,100.00%,4,0,9.09%,0.00%,"₹1,746.00",₹0.00,3,0
B0CS3KFW1H,B0CS3KFW1H,TREE MAISON CORONATING HOMES Vastu Brown Dowsing Board | 6 Inch | Metaphysical Message Board for Witchcraft with Brass Pendulum (Pendulum Assorted) Acrylic Divination Board | Pendulum Dowsing Board,LIGHT-BROWN-BOARD-PENDULUM,37,1,0.01%,0.01%,48,1,0.01%,0.00%,100.00%,100.00%,3,0,8.11%,0.00%,₹913.00,₹0.00,3,0
B0CTFHV85G,B0CTFHV85G,"TREE MAISON CORONATING HOMES Vastu Acrylic Shakti Chakra with Color | Size- 6 Inch | Featuring 45 Devtas, 16 Attributes, Health Chart, Rajas, Sattav, Tamas for Vaastu Shashtra Remedy",VASTU-6INCH-SHAKTI-CHAKRA-01,35,3,0.01%,0.02%,47,3,0.01%,0.01%,100.00%,100.00%,3,0,8.57%,0.00%,₹804.00,₹0.00,3,0
B0CTFL5SCR,B0CTFL5SCR,"TREE MAISON CORONATING HOMES Vastu Acrylic Shakti Chakra | 7 Inch | Featuring 45 Devtas, 16 Attributes, Health Chart, Rajas, Sattav, Tamas for Vaastu Shashtra Remedy | Vastu Shakti Chakra",VASTU-7INCH-BLACK-SHAKTI-CHAKRA,99,5,0.02%,0.03%,126,10,0.02%,0.04%,98.26%,100.00%,3,0,3.03%,0.00%,₹897.00,₹0.00,3,0
B0CVDPLZ3L,B0CVDPLZ3L,TREE MAISON CORONATING HOMES Vastu Brass Nandi Cow Statue | 824 g Weight Approx | Vastu Remedy for Home & Office | Nandi Bull Statue | Size- 9 X 11 Cm | Nandi Idol for Pooja | Pital Ka Nandi Ji,BRASS-NANDI-STATUE,345,14,0.09%,0.08%,425,16,0.07%,0.06%,100.00%,100.00%,3,0,0.87%,0.00%,"₹4,347.00",₹0.00,3,0
B0CVDPRV3Q,B0CVDPRV3Q,TREE MAISON CORONATING HOMES Brass Sun | Weight - 800 G Approx | 6 Inch Approx | Brass Surya Wall Hanging | Home Decor | Sun for Vastu | Sun Idol Face for Positivity at Home & Office,SMALL-SUN,140,3,0.04%,0.02%,172,3,0.03%,0.01%,100.00%,100.00%,3,0,2.14%,0.00%,"₹4,637.00",₹0.00,3,0
B0CVDRSYV7,B0CVDRSYV7,TREE MAISON CORONATING HOMES Brass Lord Krishna Statue | Height - 16 CM Approx | Weight - 580 Gram Approx | Feng Shui | Vastu Shastra Remedy | Krishna Idol Small | Kanha Ji | Showpiece,BRASS-KRISHNA-JI-STATUE,213,7,0.05%,0.04%,324,8,0.06%,0.03%,96.99%,100.00%,3,0,1.41%,0.00%,"₹3,699.06",₹0.00,3,0
B0CVDRX554,B0CVDRX554,TREE MAISON CORONATING HOMES Brass Vaastu Tortoise | Weight - 590 Gram Approx | Turtle | Feng Shui | Vastu Shastra Remedies | Home Decor | Turtle for Good Luck | Pack of 1,SMALL-TURTLE,119,8,0.03%,0.05%,148,8,0.03%,0.03%,100.00%,100.00%,3,0,2.52%,0.00%,"₹2,847.00",₹0.00,3,0
B0CVDY178C,B0CVDY178C,TREE MAISON CORONATING HOMES Brass Dog Statue | Weight - 1 kg Approx | Zonal Placement - ESE | Home Decor | Dog Showpiece | Vastu Remedy | Dog Statue for Home Decor,BRASS-DOG-STATUE,192,6,0.05%,0.04%,234,8,0.04%,0.03%,100.00%,100.00%,3,0,1.56%,0.00%,"₹5,797.00",₹0.00,3,0
B0CZ492GHP,B0CZ492GHP,"TREE MAISON CORONATING HOMES Red Jasper Pyramid 2 Inch Natural Crystal | Vastu Healing Stone for Protection, Stability & Positive Energy",RED-JESPER-PYRAMID-2INCH,103,0,0.03%,0.00%,127,0,0.02%,0.00%,99.12%,0.00%,3,0,2.91%,0.00%,₹897.00,₹0.00,3,0
B0CZ4B9LT7,B0CZ4B9LT7,TREE MAISON CORONATING HOMES Peridot Crystal Pyramid | 2 Inch | Positive Energy Generator | Reiki Healing Stone Pyramid | Meditation Energy Tool | Vastu Remedy | Home & Office Decorative Gift,PERIDOT-PYRAMID-2INCH,84,0,0.02%,0.00%,109,0,0.02%,0.00%,100.00%,0.00%,4,0,4.76%,0.00%,"₹1,212.00",₹0.00,3,0
B0CZHQXQGM,B0CZHQXQGM,TREE MAISON CORONATING HOMES Crystal Golden Obsidian Stone Bracelet 8 mm Beads Reiki Crystal Healing Stone Bracelet for Men and Women,GOLDEN-OBSIDIAN-BRACELET,29,0,0.01%,0.00%,40,0,0.01%,0.00%,96.88%,0.00%,5,0,17.24%,0.00%,"₹1,420.00",₹0.00,3,0
B0D1KHTLMB,B0D1KHTLMB,TREE MAISON CORONATING HOMES Acrylic Seven Chakra Black Dowsing Board 9 Inch with Crystal Seven Chakra Pendulum | Metaphysical Message Board for Witchcraft |Pendulum Dowsing Board | Witch Board,7STAR-BOARD-9INCH+CRYS-PEND,83,0,0.02%,0.00%,109,0,0.02%,0.00%,100.00%,0.00%,3,0,3.61%,0.00%,"₹1,374.00",₹0.00,3,0
B0DBM1H46N,B0DBM1H46N,"TREE MAISON CORONATING HOMES Vastu Aluminium & Copper Strip | Width- 1 Inch | Thickness - 0.3mm | Length- 8 Feet Approx | Vastu Remedies for Entrance, Toilet Correction & Zone Balancing | Pack of 2",8FT-1-INCH-ALU-COPPER,11,0,0.00%,0.00%,21,0,0.00%,0.00%,94.44%,0.00%,4,0,36.36%,0.00%,"₹2,112.78",₹0.00,3,0
B0DDQ5CS2Q,B0DDQ5CS2Q,TREE MAISON CORONATING HOMES Vastu Papyakshma Devta Divs (Set-3) - Vastu Remedy to Awaken Devta Fields,PAPYAKSHMA-DIVS-NO.37,9,0,0.00%,0.00%,11,0,0.00%,0.00%,100.00%,0.00%,6,0,66.67%,0.00%,"₹1,719.00",₹0.00,3,0
B0DG92PN7L,B0DG92PN7L,TREE MAISON CORONATING HOMES Vastu Aluminium Strip | Width- 0.5 Inch | Thickness - 0.2mm | Length- 50 Feet Approx | Strip for Entrance & Toilet Correction | Aluminium Strip for Vastu | Pack of 1,50FEET-0.5INCH-STRIP-ALUMINIUM-SET-1,11,2,0.00%,0.01%,14,2,0.00%,0.01%,100.00%,100.00%,3,0,27.27%,0.00%,"₹1,976.00",₹0.00,3,0
B0DGL763JN,B0DGL763JN,TREE MAISON CORONATING HOMES Acrylic Brown Dowsing Board 9 Inch with Crystal Seven Chakra Pendulum | Metaphysical Message Board for Witchcraft | Pendulum Dowsing Board,L. BROWN-BOARD-9INCH+CRYS-PEND,109,2,0.03%,0.01%,163,3,0.03%,0.01%,99.26%,100.00%,3,0,2.75%,0.00%,"₹1,647.00",₹0.00,3,0
B0DHVQD2KL,B0DHVQD2KL,TREE MAISON CORONATING HOMES Vastu Toilet Blocker | Toilet Negative Energy Blocker | Vastu Entrance Blocker | Size- 4 Inches Approx | Vastu Entry Blocker for All Direction Entrance Remedy | Pack of 2,TOILET-BLOCKER-ST2,31,0,0.01%,0.00%,43,0,0.01%,0.00%,100.00%,0.00%,3,0,9.68%,0.00%,"₹4,131.00",₹0.00,3,0
B0DK6QVX5V,B0DK6QVX5V,TREE MAISON CORONATING HOMES Brass Kuber Ji Statue | Size- 18CM Approx | Weight-1678 G Approx | Vastu Brass Kuber Ji | Vastu Idol for Home and Office | Kubera Idol | Zonal Placement - North,BRASS-BIG-KUBER-JI,41,3,0.01%,0.02%,66,3,0.01%,0.01%,100.00%,100.00%,3,0,7.32%,0.00%,"₹8,697.00",₹0.00,3,0
B0DKPCQ8M1,B0DKPCQ8M1,"TREE MAISON CORONATING HOMES Pyrite Stone Original Cluster Natural Energised Golden Pyrite Raw Stones for Wealth and Bussiness Luck Healing, Willpower, Money Manifestation - 300 GRAM",RAW-PYRITE-STONE-300-GR,63,6,0.02%,0.04%,79,10,0.01%,0.04%,98.57%,100.00%,3,0,4.76%,0.00%,"₹1,163.00",₹0.00,3,0
B0DP6JGNQB,B0DP6JGNQB,"TREE MAISON CORONATING HOMES Pure Copper Plain Hollow Pyramid | 2 inch |Weight of 1 Pyramid- 10gm Approx |Pack of 4 | Boost Positive Energy for Vastu | Energy for Vibrations at Home, Office",2IN- COPPER- HLW-PLN-PYRAMID-ST-4,38,2,0.01%,0.01%,46,3,0.01%,0.01%,100.00%,100.00%,3,0,7.89%,0.00%,"₹1,255.00",₹0.00,3,0
B0DP6K93DX,B0DP6K93DX,TREEMAISON Copper Pyramid | 2 inch | Pack of 9 | Vastu Energy Boost | Health & Wealth Benefits,2IN-COPPER-HLW-CURVE-PYRAMID-ST-9,57,3,0.01%,0.02%,83,5,0.01%,0.02%,97.18%,100.00%,3,1,5.26%,33.33%,"₹2,097.00",₹669.00,3,1
